iter	Logloss
180	0.04062219731
181	0.04043569909
182	0.0403122482
183	0.04014543786
184	0.03962147533
185	0.03952420849
186	0.03881215917
187	0.03867236817
188	0.03818843732
189	0.03792693975
190	0.03749108827
191	0.03745821544
192	0.03733860471
193	0.03719048857
194	0.03669831988
195	0.03659301558
196	0.03647180139
197	0.03621592783
198	0.03614841536
199	0.03575857486
200	0.03538641338
201	0.03462488129
202	0.03426326578
203	0.03413366842
204	0.03406799534
205	0.03390171988
206	0.03377368662
207	0.03359095564
208	0.03326044003
209	0.0332109733
210	0.03285000691
211	0.03279518271
212	0.03266161622
213	0.03252499659
214	0.03233629556
215	0.0322685574
216	0.03213097021
217	0.03120617612
218	0.03105961103
219	0.03088656146
220	0.03087256735
221	0.0305519104
222	0.03012075487
223	0.02999188533
224	0.02992766922
225	0.02974014639
226	0.02922690526
227	0.02891207254
228	0.02879171431
229	0.02868033514
230	0.02834118421
231	0.02830735655
232	0.02823225933
233	0.02815838693
234	0.02806322518
235	0.02746441824
236	0.02742090916
237	0.02735204984
238	0.02712656192
239	0.02707015145
240	0.02673945083
241	0.02624005418
242	0.02621709887
243	0.02614809042
244	0.02585979391
245	0.02584166583
246	0.02578576874
247	0.02554756858
248	0.02513723003
249	0.02508995553
250	0.02502746655
251	0.02501463196
252	0.02436280267
253	0.02394845896
254	0.02369535085
255	0.02363862062
256	0.02361385733
257	0.02338986721
258	0.02332226231
259	0.02260955726
260	0.02255647044
261	0.02252884893
262	0.02244321219
263	0.02243591909
264	0.02225653937
265	0.02220637607
266	0.02213266008
267	0.02178975216
268	0.02176964581
269	0.02131290161
270	0.02118600142
271	0.0211360104
272	0.02111688566
273	0.02110256385
274	0.02089157465
275	0.02069244338
276	0.02066450228
277	0.02047602595
278	0.02043202631
279	0.02038078996
280	0.02035047112
281	0.02018324843
282	0.02007000671
283	0.01972668379
284	0.01908313765
285	0.01907361579
286	0.01886920658
287	0.01851707226
288	0.01849971317
289	0.01826418901
290	0.01825116759
291	0.01822894307
292	0.01820954519
293	0.01808984782
294	0.01791790372
295	0.01790202077
296	0.01753770098
297	0.01749674077
298	0.01742915092
299	0.01721960645
300	0.01690290507
301	0.01663390426
302	0.01656958845
303	0.01641171964
304	0.01609645571
305	0.01581151194
306	0.0157875026
307	0.01564297547
308	0.01562339605
309	0.01526593964
310	0.015206604
311	0.01503888727
312	0.01479224243
313	0.01463642464
314	0.01460821338
315	0.01451721469
316	0.01418091272
317	0.01410232387
318	0.01378901954
319	0.01373852605
320	0.01372204839
321	0.01362588601
322	0.01351667409
323	0.01341986425
324	0.0131444521
325	0.01313345112
326	0.01302843716
327	0.01288994208
328	0.01284532077
329	0.01273559334
330	0.01272740576
331	0.01247466123
332	0.0124017144
333	0.01230586187
334	0.0122508758
335	0.01218752061
336	0.01211476756
337	0.01194105201
338	0.01190158365
339	0.01181951343
340	0.01172581857
341	0.01160384878
342	0.01159813434
343	0.01145541552
344	0.011420658
345	0.01131882648
346	0.01125480629
347	0.0110954696
348	0.01102690128
349	0.01098706884
350	0.01092438063
351	0.01077829783
352	0.01067084777
353	0.01058835295
354	0.01050909019
355	0.01047884145
356	0.01040021953
357	0.01031483592
358	0.01021896189
359	0.01016080495
360	0.01013113292
361	0.01008906642
362	0.01003575986
363	0.009970404404
364	0.009843999238
365	0.009726496245
366	0.009649480431
367	0.00958279234
368	0.009517013613
369	0.009412874627
370	0.009348287
371	0.009322945519
372	0.009271921629
373	0.009213919448
374	0.009207527449
375	0.009115590137
376	0.00907906613
377	0.009055949448
378	0.009020828506
379	0.008998288857
380	0.008940089592
381	0.008894036117
382	0.008872818517
383	0.008867993599
384	0.008775684275
385	0.00871357144
386	0.008681643191
387	0.008614463383
388	0.008583159453
389	0.008503638094
390	0.008462603314
391	0.008427918867
392	0.008369015589
393	0.008306975504
394	0.008294085358
395	0.008283558236
396	0.008264370666
397	0.008226170785
398	0.00816355532
399	0.008107440647
400	0.008074779947
401	0.00805675537
402	0.008025701764
403	0.008008082267
404	0.007958790135
405	0.007889129914
406	0.007874940536
407	0.007822748692
408	0.007791968887
409	0.007774537545
410	0.007748799913
411	0.007720412229
412	0.007665892415
413	0.007620250302
414	0.007604234923
415	0.00755287804
416	0.007528991871
417	0.007513299564
418	0.007484030294
419	0.007437133921
420	0.00743378085
421	0.007404773477
422	0.007401426027
423	0.007361768519
424	0.007331098829
425	0.007294640627
426	0.00728188143
427	0.007279156977
428	0.00726690504
429	0.007264454719
430	0.007214809092
431	0.007188195494
432	0.007140784918
433	0.00710408433
434	0.007059399199
435	0.0070055705
436	0.006992530558
437	0.006952085376
438	0.006908291752
439	0.006897323175
440	0.006855228242
441	0.006830273323
442	0.006790292412
443	0.006753278671
444	0.006710849423
445	0.006706297976
446	0.006694712024
447	0.006684981173
448	0.006679400657
449	0.00665858483
450	0.006648296457
451	0.006641146545
452	0.006601289969
453	0.006576739469
454	0.006573680039
455	0.006519030268
456	0.006484886148
457	0.006468580103
458	0.006431950941
459	0.006389060728
460	0.006366073341
461	0.006355206613
462	0.006320546966
463	0.006298108174
464	0.006289155407
465	0.006286253711
466	0.006259301499
467	0.00621737455
468	0.006181738744
469	0.006179601243
470	0.006171105804
471	0.006132578552
472	0.006112647288
473	0.006108326985
474	0.006091205819
475	0.006054860378
476	0.006012213544
477	0.005984939252
478	0.005955550608
479	0.005952744477
480	0.005946557499
481	0.005913657719
482	0.005897075558
483	0.005864754133
484	0.005856194542
485	0.005831227058
486	0.005792902181
487	0.005769736558
488	0.005762831017
489	0.005726589079
490	0.005717909783
491	0.005710256579
492	0.005704057696
493	0.005674252728
494	0.005669740632
495	0.005640282876
496	0.005639134101
497	0.005621914063
498	0.005600624375
499	0.005598678668
